index,id,crawl_id,visit_id,old_channel_id,new_channel_id,is_temporary,is_permanent,is_internal,is_sts_upgrade,time_stamp
186,187,1,1,{81045ddb-33a1-42c1-9c0f-5233342e9f8e},{a3dd7cdd-177b-46af-852a-50030ae4a118},1,0,0,0,2020-11-29T14:48:17.506Z
187,188,1,1,{81045ddb-33a1-42c1-9c0f-5233342e9f8e},{a3dd7cdd-177b-46af-852a-50030ae4a118},1,0,0,0,2020-11-29T14:48:17.506Z
188,189,1,1,{81045ddb-33a1-42c1-9c0f-5233342e9f8e},{a3dd7cdd-177b-46af-852a-50030ae4a118},1,0,0,0,2020-11-29T14:48:17.506Z
189,190,1,1,{81045ddb-33a1-42c1-9c0f-5233342e9f8e},{a3dd7cdd-177b-46af-852a-50030ae4a118},1,0,0,0,2020-11-29T14:48:17.506Z
190,191,1,1,{81045ddb-33a1-42c1-9c0f-5233342e9f8e},{a3dd7cdd-177b-46af-852a-50030ae4a118},1,0,0,0,2020-11-29T14:48:17.506Z
191,192,1,1,{81045ddb-33a1-42c1-9c0f-5233342e9f8e},{a3dd7cdd-177b-46af-852a-50030ae4a118},1,0,0,0,2020-11-29T14:48:17.506Z
192,193,1,1,{81045ddb-33a1-42c1-9c0f-5233342e9f8e},{a3dd7cdd-177b-46af-852a-50030ae4a118},1,0,0,0,2020-11-29T14:48:17.506Z
193,194,1,1,{81045ddb-33a1-42c1-9c0f-5233342e9f8e},{a3dd7cdd-177b-46af-852a-50030ae4a118},1,0,0,0,2020-11-29T14:48:17.506Z
194,195,1,1,{e260ccd3-4195-4129-93e0-2ba95395a9f5},{04623b3c-d42d-4e13-b3eb-c1a72e7dd71d},1,0,0,0,2020-11-29T14:48:17.542Z
195,196,1,1,{e260ccd3-4195-4129-93e0-2ba95395a9f5},{04623b3c-d42d-4e13-b3eb-c1a72e7dd71d},1,0,0,0,2020-11-29T14:48:17.542Z
196,197,1,1,{e260ccd3-4195-4129-93e0-2ba95395a9f5},{04623b3c-d42d-4e13-b3eb-c1a72e7dd71d},1,0,0,0,2020-11-29T14:48:17.542Z
